"","Policy.Number","Age","Age.Band","Avg.Age","Years.of.Driving.Experience","Number.of.Vehicles","Gender","Gender.Dummy","Married","Married.Dummy","Vehicle.Age","Vehicle.Age.Band","Avg.Vehicle.Age","Fuel.Type","Fuel.Type.Dummy","Losses","Count","Capped.Losses","logloss"
"12337",141866,20,"16-25",20.6,1,3,"M",1,"Single",1,15,"11+",12.97,"P",0,497,1,497,6.20859002609663
"11657",193377,56,"26-59",42.4,37,3,"M",1,"Single",1,3,"0-5",2.5,"D",1,725,1,725,6.58617165485467
"5694",199612,34,"26-59",42.4,14,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,352,1,352,5.8636311755981
"5819",183737,35,"26-59",42.4,16,2,"M",1,"Single",1,11,"11+",12.97,"P",0,308,1,308,5.73009978297357
"5412",135521,22,"16-25",20.6,3,2,"M",1,"Single",1,15,"11+",12.97,"D",1,777,1,777,6.65544035036765
"6178",156139,66,"60+",65.1,49,2,"F",0,"Married",0,1,"0-5",2.5,"P",0,193,1,193,5.26269018890489
"8903",126933,60,"60+",65.1,42,3,"F",0,"Married",0,1,"0-5",2.5,"P",0,162,1,162,5.08759633523238
"6751",169412,28,"26-59",42.4,7,2,"M",1,"Single",1,4,"0-5",2.5,"D",1,654,1,654,6.4831073514572
"12670",154250,67,"60+",65.1,48,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,96,1,96,4.56434819146784
"14538",176968,19,"16-25",20.6,2,4,"M",1,"Married",0,15,"11+",12.97,"P",0,479,1,479,6.17170059741091
"9259",191591,59,"26-59",42.4,38,3,"M",1,"Married",0,14,"11+",12.97,"P",0,334,1,334,5.8111409929767
"4679",188208,42,"26-59",42.4,22,2,"F",0,"Married",0,5,"0-5",2.5,"D",1,527,1,527,6.26720054854136
"3189",184537,40,"26-59",42.4,19,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,409,1,409,6.0137151560428
"9234",172836,69,"60+",65.1,52,3,"M",1,"Single",1,2,"0-5",2.5,"P",0,60,1,60,4.0943445622221
"9141",152028,36,"26-59",42.4,15,3,"F",0,"Single",1,13,"11+",12.97,"P",0,313,1,313,5.74620319054015
"1015",112455,37,"26-59",42.4,17,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,459,1,459,6.12905021006055
"3350",184112,62,"60+",65.1,45,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,362,1,362,5.89164421182577
"14266",119469,16,"16-25",20.6,0,4,"F",0,"Single",1,14,"11+",12.97,"P",0,378,1,378,5.93489419561959
"5637",168813,62,"60+",65.1,45,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,231,1,231,5.44241771052179
"8933",163020,22,"16-25",20.6,3,3,"F",0,"Single",1,11,"11+",12.97,"P",0,353,1,353,5.8664680569333
"12492",140123,68,"60+",65.1,47,3,"M",1,"Married",0,2,"0-5",2.5,"D",1,515,1,515,6.24416690066374
"10767",150806,17,"16-25",20.6,0,3,"M",1,"Married",0,0,"0-5",2.5,"D",1,1530,1,1200,7.33302301438648
"14205",149691,68,"60+",65.1,51,4,"F",0,"Married",0,12,"11+",12.97,"P",0,107,1,107,4.67282883446191
"5623",131125,66,"60+",65.1,48,2,"M",1,"Married",0,9,"6-10",8.02,"P",0,65,1,65,4.17438726989564
"137",189763,66,"60+",65.1,47,1,"M",1,"Married",0,5,"0-5",2.5,"P",0,313,1,313,5.74620319054015
"10181",152321,45,"26-59",42.4,28,3,"F",0,"Married",0,9,"6-10",8.02,"P",0,310,1,310,5.73657229747919
"13441",122946,48,"26-59",42.4,27,4,"F",0,"Single",1,2,"0-5",2.5,"P",0,438,1,438,6.08221891037645
"12896",150655,33,"26-59",42.4,16,4,"M",1,"Single",1,9,"6-10",8.02,"P",0,435,1,435,6.07534603108868
"10978",135237,23,"16-25",20.6,4,3,"M",1,"Married",0,12,"11+",12.97,"P",0,472,1,472,6.15697898558556
"9435",136995,18,"16-25",20.6,1,3,"F",0,"Married",0,14,"11+",12.97,"D",1,527,1,527,6.26720054854136
"11809",183710,61,"60+",65.1,43,3,"F",0,"Married",0,11,"11+",12.97,"P",0,48,1,48,3.87120101090789
"3772",112603,51,"26-59",42.4,33,2,"F",0,"Married",0,7,"6-10",8.02,"P",0,287,1,287,5.65948221575962
"12044",175579,63,"60+",65.1,45,3,"F",0,"Married",0,1,"0-5",2.5,"P",0,289,1,289,5.66642668811243
"3042",162820,38,"26-59",42.4,21,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,388,1,388,5.96100533962327
"7396",134152,39,"26-59",42.4,20,2,"F",0,"Married",0,8,"6-10",8.02,"P",0,345,1,345,5.84354441703136
"1371",143057,69,"60+",65.1,50,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,392,1,392,5.97126183979046
"8128",140672,62,"60+",65.1,44,3,"F",0,"Married",0,11,"11+",12.97,"P",0,235,1,235,5.45958551414416
"8845",180629,62,"60+",65.1,44,3,"F",0,"Single",1,6,"6-10",8.02,"P",0,280,1,280,5.63478960316925
"15224",170955,54,"26-59",42.4,36,4,"F",0,"Married",0,1,"0-5",2.5,"P",0,354,1,354,5.86929691313377
"3753",160663,66,"60+",65.1,45,2,"M",1,"Single",1,1,"0-5",2.5,"D",1,809,1,809,6.69579891705849
"11219",137845,66,"60+",65.1,49,3,"F",0,"Single",1,3,"0-5",2.5,"P",0,403,1,403,5.99893656194668
"4581",124566,70,"60+",65.1,51,2,"M",1,"Single",1,7,"6-10",8.02,"P",0,169,1,169,5.12989871492307
"3065",175311,25,"16-25",20.6,8,2,"M",1,"Married",0,3,"0-5",2.5,"D",1,668,1,668,6.50428817353665
"11822",100612,41,"26-59",42.4,23,3,"F",0,"Married",0,2,"0-5",2.5,"P",0,375,1,375,5.92692602597041
"6438",148079,30,"26-59",42.4,10,2,"F",0,"Single",1,5,"0-5",2.5,"D",1,601,1,601,6.39859493453521
"12782",102758,35,"26-59",42.4,17,4,"M",1,"Married",0,11,"11+",12.97,"P",0,260,1,260,5.56068163101553
"289",167577,36,"26-59",42.4,15,1,"F",0,"Single",1,4,"0-5",2.5,"D",1,878,1,878,6.77764659363512
"8591",165851,38,"26-59",42.4,20,3,"F",0,"Single",1,9,"6-10",8.02,"P",0,356,1,356,5.87493073085203
"12212",186725,64,"60+",65.1,45,3,"M",1,"Single",1,1,"0-5",2.5,"P",0,44,1,44,3.78418963391826
"7468",167095,51,"26-59",42.4,31,2,"M",1,"Married",0,3,"0-5",2.5,"D",1,635,1,635,6.45362499889269
"8548",138741,64,"60+",65.1,43,3,"M",1,"Married",0,9,"6-10",8.02,"P",0,36,1,36,3.58351893845611
"4562",138688,63,"60+",65.1,44,2,"M",1,"Married",0,15,"11+",12.97,"P",0,111,1,111,4.70953020131233
"2042",139160,22,"16-25",20.6,5,1,"M",1,"Single",1,13,"11+",12.97,"P",0,366,1,366,5.90263333340137
"13044",120918,27,"26-59",42.4,8,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,285,1,285,5.65248918026865
"5198",128864,70,"60+",65.1,53,2,"M",1,"Married",0,5,"0-5",2.5,"P",0,220,1,220,5.39362754635236
"15135",101748,49,"26-59",42.4,32,4,"M",1,"Single",1,13,"11+",12.97,"P",0,331,1,331,5.80211837537706
"8216",104547,26,"26-59",42.4,9,3,"F",0,"Married",0,8,"6-10",8.02,"P",0,300,1,300,5.7037824746562
"1234",141943,50,"26-59",42.4,33,1,"F",0,"Married",0,10,"6-10",8.02,"P",0,300,1,300,5.7037824746562
"3546",105780,40,"26-59",42.4,21,2,"F",0,"Married",0,1,"0-5",2.5,"D",1,686,1,686,6.53087762772588
"8086",125806,70,"60+",65.1,49,3,"M",1,"Single",1,9,"6-10",8.02,"P",0,99,1,99,4.59511985013459
"9912",122862,34,"26-59",42.4,17,3,"F",0,"Single",1,10,"6-10",8.02,"P",0,422,1,422,6.04500531403601
"9030",180038,32,"26-59",42.4,13,3,"M",1,"Married",0,14,"11+",12.97,"P",0,226,1,226,5.42053499927229
"11990",184105,20,"16-25",20.6,1,3,"M",1,"Single",1,14,"11+",12.97,"P",0,499,1,499,6.21260609575152
"10333",141083,69,"60+",65.1,51,3,"M",1,"Married",0,7,"6-10",8.02,"P",0,40,1,40,3.68887945411394
"15018",127403,52,"26-59",42.4,33,4,"F",0,"Single",1,10,"6-10",8.02,"P",0,396,1,396,5.98141421125448
"3122",126741,69,"60+",65.1,51,2,"F",0,"Single",1,8,"6-10",8.02,"P",0,307,1,307,5.7268477475872
"7921",131847,63,"60+",65.1,46,3,"F",0,"Married",0,15,"11+",12.97,"P",0,171,1,171,5.14166355650266
"12231",158773,22,"16-25",20.6,3,3,"M",1,"Married",0,14,"11+",12.97,"P",0,386,1,386,5.95583736946483
"4946",123853,34,"26-59",42.4,15,2,"M",1,"Single",1,1,"0-5",2.5,"D",1,609,1,609,6.4118182677099
"1778",181622,33,"26-59",42.4,12,1,"F",0,"Married",0,14,"11+",12.97,"P",0,132,1,132,4.88280192258637
"10081",121232,17,"16-25",20.6,0,3,"F",0,"Single",1,14,"11+",12.97,"P",0,274,1,274,5.61312810638807
"5430",147979,67,"60+",65.1,50,2,"M",1,"Married",0,7,"6-10",8.02,"P",0,219,1,219,5.3890717298165
"15107",107267,65,"60+",65.1,45,4,"F",0,"Married",0,7,"6-10",8.02,"P",0,33,1,33,3.49650756146648
"13340",131669,21,"16-25",20.6,3,4,"M",1,"Married",0,11,"11+",12.97,"P",0,424,1,424,6.04973345523196
"2840",129144,33,"26-59",42.4,14,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,354,1,354,5.86929691313377
"14332",103071,38,"26-59",42.4,18,4,"M",1,"Single",1,8,"6-10",8.02,"P",0,430,1,430,6.06378520868761
"2299",116605,53,"26-59",42.4,32,1,"F",0,"Single",1,4,"0-5",2.5,"D",1,876,1,876,6.77536609093639
"7697",115657,38,"26-59",42.4,17,3,"F",0,"Married",0,7,"6-10",8.02,"P",0,296,1,296,5.69035945432406
"14070",156544,25,"16-25",20.6,8,4,"M",1,"Single",1,13,"11+",12.97,"D",1,1020,1,1020,6.92755790627832
"11417",161852,19,"16-25",20.6,0,3,"F",0,"Married",0,1,"0-5",2.5,"D",1,544,1,544,6.29894924685594
"1517",198118,65,"60+",65.1,44,1,"M",1,"Married",0,1,"0-5",2.5,"P",0,337,1,337,5.82008293035236
"2555",128433,48,"26-59",42.4,29,2,"F",0,"Married",0,14,"11+",12.97,"P",0,340,1,340,5.82894561761021
"6608",101665,18,"16-25",20.6,0,2,"M",1,"Single",1,12,"11+",12.97,"D",1,592,1,592,6.38350663488401
"11802",133194,34,"26-59",42.4,17,3,"F",0,"Single",1,11,"11+",12.97,"P",0,382,1,382,5.94542060860658
"812",179614,68,"60+",65.1,51,1,"M",1,"Married",0,15,"11+",12.97,"P",0,59,1,59,4.07753744390572
"8097",196570,18,"16-25",20.6,0,3,"M",1,"Married",0,13,"11+",12.97,"P",0,278,1,278,5.62762111369064
"11471",112760,69,"60+",65.1,48,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,72,1,72,4.27666611901606
"13625",160732,22,"16-25",20.6,3,4,"M",1,"Single",1,4,"0-5",2.5,"D",1,732,1,732,6.59578051396131
"12003",170906,43,"26-59",42.4,26,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,389,1,389,5.96357934361845
"7319",153842,68,"60+",65.1,51,2,"F",0,"Single",1,7,"6-10",8.02,"P",0,86,1,86,4.45434729625351
"9822",172953,68,"60+",65.1,49,3,"M",1,"Married",0,15,"11+",12.97,"P",0,50,1,50,3.91202300542815
"514",165686,24,"16-25",20.6,5,1,"F",0,"Married",0,14,"11+",12.97,"P",0,442,1,442,6.0913098820777
"10976",103746,31,"26-59",42.4,11,3,"M",1,"Married",0,8,"6-10",8.02,"P",0,424,1,424,6.04973345523196
"2382",121620,29,"26-59",42.4,12,1,"F",0,"Single",1,9,"6-10",8.02,"P",0,374,1,374,5.92425579741453
"4680",107019,56,"26-59",42.4,36,2,"F",0,"Married",0,6,"6-10",8.02,"P",0,310,1,310,5.73657229747919
"9312",148067,41,"26-59",42.4,21,3,"F",0,"Married",0,6,"6-10",8.02,"P",0,297,1,297,5.6937321388027
"1318",128988,29,"26-59",42.4,12,1,"M",1,"Single",1,8,"6-10",8.02,"D",1,578,1,578,6.35957386867238
"8268",137052,26,"26-59",42.4,7,3,"F",0,"Single",1,0,"0-5",2.5,"D",1,779,1,779,6.65801104587075
"4217",191056,18,"16-25",20.6,1,2,"M",1,"Married",0,15,"11+",12.97,"P",0,381,1,381,5.9427993751267
"2101",113082,23,"16-25",20.6,4,1,"F",0,"Married",0,13,"11+",12.97,"P",0,198,1,198,5.28826703069454
"128",121584,61,"60+",65.1,40,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,288,1,288,5.66296048013595
"8589",135956,61,"60+",65.1,41,3,"M",1,"Married",0,12,"11+",12.97,"P",0,104,1,104,4.64439089914137
"13087",122326,69,"60+",65.1,52,4,"F",0,"Married",0,6,"6-10",8.02,"P",0,311,1,311,5.73979291217923
"12309",161816,21,"16-25",20.6,4,3,"M",1,"Married",0,2,"0-5",2.5,"D",1,1023,1,1023,6.93049476595163
"1098",134101,60,"60+",65.1,43,1,"M",1,"Single",1,15,"11+",12.97,"P",0,68,1,68,4.21950770517611
"14623",182958,65,"60+",65.1,44,4,"M",1,"Single",1,13,"11+",12.97,"P",0,231,1,231,5.44241771052179
"14681",115626,33,"26-59",42.4,15,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,339,1,339,5.82600010738045
"5730",123354,21,"16-25",20.6,4,2,"F",0,"Married",0,11,"11+",12.97,"P",0,207,1,207,5.33271879326537
"9155",156933,61,"60+",65.1,44,3,"F",0,"Married",0,14,"11+",12.97,"P",0,263,1,263,5.57215403217776
"4987",150125,46,"26-59",42.4,28,2,"F",0,"Single",1,9,"6-10",8.02,"P",0,396,1,396,5.98141421125448
"14280",186022,70,"60+",65.1,50,4,"M",1,"Single",1,7,"6-10",8.02,"P",0,409,1,409,6.0137151560428
"5683",139944,67,"60+",65.1,49,2,"F",0,"Married",0,5,"0-5",2.5,"P",0,248,1,248,5.51342874616498
"2869",117501,16,"16-25",20.6,0,2,"M",1,"Single",1,14,"11+",12.97,"D",1,710,1,710,6.56526497003536
"9851",113784,25,"16-25",20.6,8,3,"M",1,"Single",1,15,"11+",12.97,"D",1,1052,1,1052,6.95844839329766
"13322",170576,63,"60+",65.1,42,4,"M",1,"Single",1,0,"0-5",2.5,"D",1,554,1,554,6.31716468674728
"10151",163773,43,"26-59",42.4,23,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,457,1,457,6.12468339089421
"3616",118295,68,"60+",65.1,50,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,94,1,94,4.54329478227
"3976",193018,33,"26-59",42.4,12,2,"F",0,"Single",1,13,"11+",12.97,"P",0,469,1,469,6.15060276844628
"12271",130243,49,"26-59",42.4,29,3,"F",0,"Single",1,2,"0-5",2.5,"D",1,650,1,650,6.47697236288968
"7495",129464,19,"16-25",20.6,1,2,"M",1,"Single",1,15,"11+",12.97,"P",0,354,1,354,5.86929691313377
"9567",164655,38,"26-59",42.4,21,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,360,1,360,5.88610403145016
"9587",197190,64,"60+",65.1,45,3,"M",1,"Married",0,6,"6-10",8.02,"P",0,272,1,272,5.605802066296
"11925",175149,17,"16-25",20.6,0,3,"F",0,"Single",1,6,"6-10",8.02,"D",1,699,1,699,6.54965074223381
"3314",160704,47,"26-59",42.4,27,2,"F",0,"Single",1,14,"11+",12.97,"P",0,347,1,347,5.84932477994686
"9280",151382,44,"26-59",42.4,24,3,"M",1,"Married",0,3,"0-5",2.5,"D",1,791,1,791,6.67329796776765
"6421",116999,21,"16-25",20.6,3,2,"F",0,"Married",0,8,"6-10",8.02,"D",1,519,1,519,6.25190388316589
"532",172144,55,"26-59",42.4,35,1,"M",1,"Married",0,1,"0-5",2.5,"D",1,645,1,645,6.46925031679577
"3094",162186,48,"26-59",42.4,28,2,"F",0,"Single",1,2,"0-5",2.5,"P",0,495,1,495,6.20455776256869
"199",174729,64,"60+",65.1,45,1,"M",1,"Single",1,11,"11+",12.97,"P",0,173,1,173,5.15329159449778
"1446",116338,27,"26-59",42.4,9,1,"F",0,"Married",0,9,"6-10",8.02,"P",0,346,1,346,5.84643877505772
"9904",118614,62,"60+",65.1,42,3,"F",0,"Single",1,10,"6-10",8.02,"P",0,56,1,56,4.02535169073515
"1723",192571,21,"16-25",20.6,4,1,"M",1,"Single",1,8,"6-10",8.02,"D",1,1090,1,1090,6.99393297522319
"3491",197497,34,"26-59",42.4,15,2,"M",1,"Married",0,9,"6-10",8.02,"P",0,375,1,375,5.92692602597041
"14514",141294,24,"16-25",20.6,7,4,"M",1,"Single",1,12,"11+",12.97,"D",1,900,1,900,6.80239476332431
"10760",116370,23,"16-25",20.6,4,3,"F",0,"Single",1,11,"11+",12.97,"P",0,412,1,412,6.02102334934953
"13284",101028,61,"60+",65.1,40,4,"F",0,"Married",0,14,"11+",12.97,"P",0,55,1,55,4.00733318523247
"11743",148543,25,"16-25",20.6,7,3,"M",1,"Single",1,12,"11+",12.97,"D",1,1189,1,1189,7.08086789669078
"8836",146770,65,"60+",65.1,44,3,"M",1,"Married",0,10,"6-10",8.02,"P",0,112,1,112,4.71849887129509
"12887",171329,53,"26-59",42.4,32,4,"F",0,"Single",1,6,"6-10",8.02,"P",0,387,1,387,5.95842469302978
"6361",154080,16,"16-25",20.6,0,2,"M",1,"Single",1,14,"11+",12.97,"P",0,369,1,369,5.91079664404053
"9981",151708,33,"26-59",42.4,16,3,"F",0,"Married",0,15,"11+",12.97,"P",0,166,1,166,5.11198778835654
"14242",128860,62,"60+",65.1,42,4,"F",0,"Single",1,8,"6-10",8.02,"P",0,90,1,90,4.49980967033027
"4343",106326,69,"60+",65.1,50,2,"M",1,"Married",0,11,"11+",12.97,"P",0,70,1,70,4.24849524204936
"12656",121991,27,"26-59",42.4,10,3,"M",1,"Single",1,5,"0-5",2.5,"D",1,616,1,616,6.42324696353352
"10263",138738,65,"60+",65.1,48,3,"M",1,"Single",1,5,"0-5",2.5,"P",0,73,1,73,4.29045944114839
"13922",105086,21,"16-25",20.6,4,4,"F",0,"Married",0,13,"11+",12.97,"P",0,223,1,223,5.40717177146012
"3783",189710,70,"60+",65.1,53,2,"M",1,"Married",0,10,"6-10",8.02,"P",0,98,1,98,4.58496747867057
"12940",106931,20,"16-25",20.6,1,4,"M",1,"Single",1,12,"11+",12.97,"D",1,608,1,608,6.41017488196617
"11677",145380,17,"16-25",20.6,0,3,"F",0,"Single",1,15,"11+",12.97,"P",0,323,1,323,5.77765232322266
"15265",114729,69,"60+",65.1,50,4,"M",1,"Married",0,2,"0-5",2.5,"P",0,466,1,466,6.14418563412565
"7529",150533,16,"16-25",20.6,0,2,"M",1,"Single",1,11,"11+",12.97,"D",1,615,1,615,6.42162226780652
"7749",194273,46,"26-59",42.4,25,3,"F",0,"Single",1,7,"6-10",8.02,"P",0,463,1,463,6.13772705408623
"11071",120726,25,"16-25",20.6,8,3,"M",1,"Married",0,6,"6-10",8.02,"D",1,661,1,661,6.49375383985169
"4499",105088,20,"16-25",20.6,3,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,496,1,496,6.20657592672493
"6968",158633,23,"16-25",20.6,6,2,"M",1,"Married",0,15,"11+",12.97,"P",0,336,1,336,5.8171111599632
"11853",137285,22,"16-25",20.6,5,3,"F",0,"Single",1,13,"11+",12.97,"P",0,310,1,310,5.73657229747919
"1900",170444,58,"26-59",42.4,39,1,"F",0,"Single",1,3,"0-5",2.5,"D",1,677,1,677,6.51767127291227
"12899",126442,60,"60+",65.1,43,4,"F",0,"Single",1,4,"0-5",2.5,"P",0,199,1,199,5.29330482472449
"10315",106808,43,"26-59",42.4,25,3,"M",1,"Married",0,8,"6-10",8.02,"P",0,356,1,356,5.87493073085203
"5187",127123,17,"16-25",20.6,0,2,"F",0,"Single",1,4,"0-5",2.5,"D",1,783,1,783,6.6631326959908
"14492",119548,53,"26-59",42.4,36,4,"F",0,"Single",1,13,"11+",12.97,"P",0,409,1,409,6.0137151560428
"5351",123835,64,"60+",65.1,43,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,303,1,303,5.71373280550937
"8774",125676,61,"60+",65.1,43,3,"M",1,"Single",1,14,"11+",12.97,"P",0,337,1,337,5.82008293035236
"1829",129398,36,"26-59",42.4,19,1,"F",0,"Married",0,6,"6-10",8.02,"P",0,340,1,340,5.82894561761021
"5862",153348,48,"26-59",42.4,29,2,"M",1,"Married",0,6,"6-10",8.02,"P",0,348,1,348,5.85220247977447
"3554",161679,21,"16-25",20.6,4,2,"F",0,"Single",1,13,"11+",12.97,"P",0,315,1,315,5.75257263882563
"2887",136983,66,"60+",65.1,47,2,"F",0,"Married",0,10,"6-10",8.02,"P",0,120,1,120,4.78749174278205
"9486",165940,24,"16-25",20.6,6,3,"F",0,"Single",1,12,"11+",12.97,"P",0,232,1,232,5.44673737166631
"1703",152712,46,"26-59",42.4,25,1,"F",0,"Married",0,14,"11+",12.97,"P",0,150,1,150,5.01063529409626
"9917",175892,18,"16-25",20.6,0,3,"M",1,"Married",0,1,"0-5",2.5,"P",0,439,1,439,6.08449941307517
"2615",193787,31,"26-59",42.4,11,2,"F",0,"Married",0,0,"0-5",2.5,"D",1,597,1,597,6.3919171133926
"14180",121740,49,"26-59",42.4,31,4,"F",0,"Married",0,2,"0-5",2.5,"P",0,334,1,334,5.8111409929767
"14356",153400,69,"60+",65.1,52,4,"F",0,"Single",1,8,"6-10",8.02,"P",0,165,1,165,5.10594547390058
"10721",151333,24,"16-25",20.6,6,3,"F",0,"Married",0,11,"11+",12.97,"P",0,143,1,143,4.96284463025991
"14009",154226,19,"16-25",20.6,2,4,"F",0,"Married",0,6,"6-10",8.02,"P",0,341,1,341,5.83188247728352
"8298",153248,30,"26-59",42.4,9,3,"M",1,"Single",1,10,"6-10",8.02,"P",0,415,1,415,6.0282785202307
"11976",195104,16,"16-25",20.6,0,3,"M",1,"Single",1,13,"11+",12.97,"P",0,392,1,392,5.97126183979046
"9448",129921,40,"26-59",42.4,21,3,"M",1,"Married",0,11,"11+",12.97,"P",0,140,1,140,4.9416424226093
"13796",148852,32,"26-59",42.4,12,4,"F",0,"Married",0,0,"0-5",2.5,"P",0,351,1,351,5.86078622346587
"2619",103733,18,"16-25",20.6,0,2,"M",1,"Single",1,11,"11+",12.97,"D",1,675,1,675,6.51471269087253
"14909",179657,64,"60+",65.1,46,4,"M",1,"Married",0,0,"0-5",2.5,"D",1,534,1,534,6.2803958389602
"12222",114798,16,"16-25",20.6,0,3,"M",1,"Married",0,14,"11+",12.97,"P",0,356,1,356,5.87493073085203
"3118",130345,60,"60+",65.1,39,2,"M",1,"Single",1,3,"0-5",2.5,"D",1,590,1,590,6.38012253689976
"11426",122469,20,"16-25",20.6,2,3,"M",1,"Single",1,13,"11+",12.97,"D",1,553,1,553,6.31535800152233
"9990",137188,29,"26-59",42.4,9,3,"F",0,"Married",0,11,"11+",12.97,"P",0,197,1,197,5.28320372873799
"689",111541,21,"16-25",20.6,3,1,"M",1,"Married",0,13,"11+",12.97,"P",0,171,1,171,5.14166355650266
"11218",142734,27,"26-59",42.4,6,3,"F",0,"Single",1,8,"6-10",8.02,"P",0,367,1,367,5.90536184805457
"6070",186397,21,"16-25",20.6,4,2,"F",0,"Single",1,12,"11+",12.97,"D",1,530,1,530,6.27287700654617
"5545",154547,58,"26-59",42.4,38,2,"F",0,"Single",1,10,"6-10",8.02,"P",0,365,1,365,5.89989735358249
"3792",170556,22,"16-25",20.6,3,2,"M",1,"Married",0,15,"11+",12.97,"P",0,230,1,230,5.4380793089232
"5804",157952,63,"60+",65.1,44,2,"F",0,"Single",1,0,"0-5",2.5,"P",0,216,1,216,5.37527840768417
"6988",161436,64,"60+",65.1,47,2,"F",0,"Single",1,1,"0-5",2.5,"D",1,503,1,503,6.22059017009974
"1281",182724,61,"60+",65.1,43,1,"F",0,"Married",0,14,"11+",12.97,"P",0,17,1,17,2.83321334405622
"8361",127147,23,"16-25",20.6,4,3,"M",1,"Single",1,14,"11+",12.97,"D",1,638,1,638,6.45833828334479
"2419",159099,44,"26-59",42.4,25,1,"F",0,"Married",0,11,"11+",12.97,"P",0,282,1,282,5.64190707093811
"6878",105765,21,"16-25",20.6,3,2,"F",0,"Single",1,13,"11+",12.97,"P",0,474,1,474,6.16120732169508
"11490",101944,30,"26-59",42.4,10,3,"F",0,"Married",0,1,"0-5",2.5,"P",0,408,1,408,6.01126717440416
"12367",196888,61,"60+",65.1,43,3,"M",1,"Married",0,3,"0-5",2.5,"D",1,520,1,520,6.25382881157547
"12597",101041,63,"60+",65.1,44,3,"M",1,"Married",0,3,"0-5",2.5,"P",0,274,1,274,5.61312810638807
"3910",163129,16,"16-25",20.6,0,2,"M",1,"Married",0,11,"11+",12.97,"P",0,334,1,334,5.8111409929767
"4190",105314,50,"26-59",42.4,32,2,"F",0,"Single",1,14,"11+",12.97,"P",0,358,1,358,5.8805329864007
"6387",189987,57,"26-59",42.4,38,2,"F",0,"Married",0,13,"11+",12.97,"P",0,253,1,253,5.53338948872752
"10878",180312,65,"60+",65.1,48,3,"F",0,"Married",0,10,"6-10",8.02,"P",0,36,1,36,3.58351893845611
"11728",131704,20,"16-25",20.6,1,3,"F",0,"Married",0,11,"11+",12.97,"P",0,237,1,237,5.46806014113513
"683",160012,30,"26-59",42.4,11,1,"M",1,"Single",1,10,"6-10",8.02,"P",0,483,1,483,6.18001665365257
"6612",144397,69,"60+",65.1,50,2,"F",0,"Married",0,8,"6-10",8.02,"P",0,202,1,202,5.30826769740121
"176",183198,66,"60+",65.1,46,1,"M",1,"Single",1,1,"0-5",2.5,"D",1,796,1,796,6.67959918584438
"291",159595,20,"16-25",20.6,1,1,"F",0,"Single",1,12,"11+",12.97,"D",1,520,1,520,6.25382881157547
"10753",152066,36,"26-59",42.4,19,3,"M",1,"Single",1,11,"11+",12.97,"P",0,180,1,180,5.19295685089021
"3516",194164,56,"26-59",42.4,36,2,"F",0,"Single",1,8,"6-10",8.02,"P",0,410,1,410,6.01615715969835
"15269",159440,52,"26-59",42.4,32,4,"F",0,"Single",1,1,"0-5",2.5,"D",1,727,1,727,6.58892647753352
"766",172065,65,"60+",65.1,45,1,"F",0,"Married",0,4,"0-5",2.5,"P",0,153,1,153,5.03043792139244
"15121",194686,19,"16-25",20.6,0,4,"M",1,"Single",1,12,"11+",12.97,"P",0,287,1,287,5.65948221575962
"7164",161544,28,"26-59",42.4,8,2,"M",1,"Single",1,9,"6-10",8.02,"P",0,481,1,481,6.17586727010576
"8876",116935,30,"26-59",42.4,12,3,"F",0,"Single",1,4,"0-5",2.5,"D",1,535,1,535,6.28226674689601
"4559",107897,63,"60+",65.1,45,2,"M",1,"Married",0,8,"6-10",8.02,"P",0,337,1,337,5.82008293035236
"9265",114520,29,"26-59",42.4,10,3,"F",0,"Married",0,12,"11+",12.97,"P",0,214,1,214,5.36597601502185
"5086",188299,27,"26-59",42.4,10,2,"F",0,"Married",0,2,"0-5",2.5,"D",1,554,1,554,6.31716468674728
"14260",148071,19,"16-25",20.6,2,4,"F",0,"Married",0,9,"6-10",8.02,"P",0,479,1,479,6.17170059741091
"4764",192288,68,"60+",65.1,51,2,"M",1,"Married",0,12,"11+",12.97,"P",0,31,1,31,3.43398720448515
"1358",148820,67,"60+",65.1,46,1,"F",0,"Married",0,5,"0-5",2.5,"P",0,162,1,162,5.08759633523238
"954",177456,19,"16-25",20.6,0,1,"F",0,"Married",0,15,"11+",12.97,"P",0,228,1,228,5.42934562895444
